('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         836723 function calls (812451 primitive calls) in 7.613 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1272(_cookies_for_domain)
        7    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.045    0.045 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
       13    0.000    0.000    0.000    0.000 threading.py:124(RLock)
       37    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       50    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        4    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:757(__init_subclass__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       50    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        4    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f75297bbc40}
        2    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 response.py:326(BaseHTTPResponse)
        2    0.000    0.000    0.000    0.000 poolmanager.py:321(connection_from_context)
        2    0.000    0.000    0.462    0.231 connectionpool.py:1085(_validate_conn)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:270(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.231    0.231 _htmlparser.py:449(feed)
        1    0.000    0.000    0.000    0.000 __init__.py:152(EntryPoint)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:649(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        4    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        9    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        6    0.000    0.000    0.000    0.000 cookiejar.py:983(set_ok_verifiability)
        2    0.000    0.000    0.000    0.000 response.py:235(_get_decoder)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
       16    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 models.py:258(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 response.py:569(HTTPResponse)
        1    0.000    0.000    0.059    0.059 css.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        2    0.000    0.000    0.000    0.000 poolmanager.py:292(connection_from_host)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
       12    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        9    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        2    0.000    0.000    0.006    0.003 element.py:2692(find)
        9    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
       25    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        4    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        4    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        8    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:486(_is_dunder)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:776(runtime_checkable)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        5    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
       13    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        5    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7f75296871a0}
        2    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
       26    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.001    0.001 _adapters.py:144(_reader)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       57    0.000    0.000    0.000    0.000 element.py:2280(__eq__)
        2    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
       56    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        3    0.000    0.000    0.000    0.000 copy.py:247(_reconstruct)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        2    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.001    0.001 core.py:21(where)
       10    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
        2    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        4    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
       12    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.231    0.231 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
       15    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        4    0.000    0.000    0.000    0.000 response.py:429(retries)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        2    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        1    0.000    0.000    0.053    0.053 ssl.py:449(wrap_socket)
        9    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        7    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        2    0.000    0.000    0.000    0.000 response.py:666(release_conn)
        4    0.000    0.000    0.000    0.000 response.py:1153(supports_chunked_reads)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
       20    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
       24    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        2    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        9    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 poolmanager.py:245(_new_pool)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
       27    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 inspect.py:3050(from_callable)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        4    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        4    0.000    0.000    0.000    0.000 element.py:2877(__init__)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 request.py:2542(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        7    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        2    0.000    0.000    0.000    0.000 response.py:126(flush)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
       16    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        2    0.000    0.000    0.000    0.000 parse.py:688(unquote)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:491(__init__)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
        2    0.000    0.000    0.000    0.000 response.py:524(_flush_decoder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
       13    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        5    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        2    0.000    0.000    0.000    0.000 utils.py:816(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        2    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:723(__hash__)
        4    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
        2    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        9    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
        2    0.000    0.000    0.000    0.000 hooks.py:22(dispatch_hook)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       41    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        4    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        6    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        1    0.000    0.000    0.000    0.000 __init__.py:1182(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        2    0.000    0.000    0.000    0.000 models.py:207(register_hook)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
       13    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.053    0.053 ssl_.py:410(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        2    0.000    0.000    0.000    0.000 response.py:91(is_response_to_head)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        5    0.000    0.000    0.000    0.000 client.py:453(isclosed)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4158(Sentinel)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 connection.py:597(HTTPSConnection)
        5    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        2    0.000    0.000    0.000    0.000 poolmanager.py:390(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        3    0.000    0.000    0.004    0.001 __init__.py:73(import_module)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
        2    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
       12    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        2    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
