('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         802143 function calls (778958 primitive calls) in 1.762 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    1.554    1.554 financial_enhanced.py:5(get_info)
        4    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      190    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
      157    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        6    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       12    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        2    0.000    0.000    0.029    0.015 exceptions.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.848    0.848 client.py:324(begin)
        4    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        2    0.000    0.000    0.002    0.001 _collections.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    0.075    0.075 connection.py:895(_ssl_wrap_socket_and_match_hostname)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.287    0.287 __init__.py:209(__init__)
        1    0.000    0.000    0.052    0.052 ssl.py:956(_create)
      295    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
      131    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f8ccd397a60}
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
    87/85    0.000    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        5    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
      358    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.054    0.054 connection.py:27(create_connection)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
        8    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    1.254    1.254 _request_methods.py:69(request)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 request.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       62    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.011    0.011 socket.py:946(getaddrinfo)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      181    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       16    0.000    0.000    0.013    0.001 css_parser.py:1149(process_selectors)
        1    0.000    0.000    0.003    0.003 cd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
       54    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      151    0.000    0.000    0.000    0.000 enum.py:1292(value)
       71    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
       68    0.000    0.000    0.000    0.000 typing_extensions.py:3114(_is_unpacked_typevartuple)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.129    0.129 connection.py:718(connect)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
      103    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        4    0.000    0.000    0.011    0.003 element.py:1079(_find_all)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
       45    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    1.124    1.124 connection.py:534(getresponse)
        1    0.000    0.000    1.254    1.254 connectionpool.py:592(urlopen)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.029    0.029 css_parser.py:428(CSSParser)
        1    0.000    0.000    0.045    0.045 client.py:213(_read_headers)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       19    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:418(request)
        1    0.000    0.000    0.003    0.003 api.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        2    0.000    0.000    0.015    0.008 parser.py:1(<module>)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       16    0.000    0.000    0.028    0.002 css_parser.py:306(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        7    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       38    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.029    0.029 _base_connection.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    1.254    1.254 connectionpool.py:377(_make_request)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.049    0.049 formatter.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       12    0.000    0.000    0.000    0.000 connection.py:404(putheader)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
       11    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       86    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        6    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:495(__setattr__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    1.254    1.254 poolmanager.py:425(urlopen)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       26    0.000    0.000    0.000    0.000 _collections.py:300(add)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:567(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        4    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.054    0.054 connection.py:192(_new_conn)
      9/7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      137    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2815(NamedTuple)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       17    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
        1    0.000    0.000    0.802    0.802 client.py:291(_read_status)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.011    0.011 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
      158    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:633(__new__)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        4    0.000    0.000    0.011    0.003 filter.py:163(find_all)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       32    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.276    0.276 response.py:602(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        3    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       35    0.000    0.000    0.000    0.000 typing_extensions.py:3054(_check_generic)
        4    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.011    0.011 _policybase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       38    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       32    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        2    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        9    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.000    0.000 element.py:1022(find_parents)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
        3    0.000    0.000    0.011    0.004 element.py:2723(find_all)
       45    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        7    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.276    0.276 response.py:889(_raw_read)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        6    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       32    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
       17    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       50    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        9    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:326(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:757(__init_subclass__)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 response.py:569(HTTPResponse)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8ccd43f9c0}
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       14    0.000    0.000    0.000    0.000 element.py:1881(_all_strings)
        1    0.000    0.000    0.048    0.048 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        1    0.000    0.000    0.000    0.000 typing.py:746(Literal)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.015    0.015 css_parser.py:326(__init__)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.276    0.276 client.py:463(read)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        7    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.000    0.000 response.py:341(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.287    0.287 _htmlparser.py:449(feed)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       25    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.848    0.848 client.py:1384(getresponse)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 typing_extensions.py:776(runtime_checkable)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
    42/29    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       19    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:649(__init__)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
       32    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        6    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:486(_is_dunder)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:369(close)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        4    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       25    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.000    0.000 __init__.py:152(EntryPoint)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.011    0.006 element.py:2692(find)
        1    0.000    0.000    0.059    0.059 css.py:1(<module>)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
       26    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       33    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
       17    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       20    0.000    0.000    0.000    0.000 util.py:19(to_str)
        2    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
       12    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       57    0.000    0.000    0.000    0.000 element.py:2280(__eq__)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.052    0.052 ssl.py:449(wrap_socket)
       38    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.276    0.276 response.py:941(read)
        1    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
       17    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       27    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f8ccd3d4720}
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        7    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
       11    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
        1    0.000    0.000    0.129    0.129 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.287    0.287 parser.py:104(feed)
        4    0.000    0.000    0.000    0.000 element.py:2877(__init__)
        1    0.000    0.000    1.254    1.254 _request_methods.py:147(request_encode_url)
        4    0.000    0.000    0.000    0.000 feedparser.py:171(feed)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        9    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.046    0.046 client.py:245(parse_headers)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        5    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
